VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
2962,1991,GMC,JIMMY SONOMA,1991 GMC Jimmy Sonoma 4-DR.,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,175,6,9,
3002,1991,GMC,SAFARI,1991 GMC Safari,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,52,4,7,
2998,1991,HONDA,ACCORD,1991 Honda Accord LX 4-DR. Wagon,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,227,13,1,
2989,1991,HONDA,ACCORD,1991 Honda Accord DX 4-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,227,13,1,
2932,1991,HONDA,CIVIC,1991 Honda Civic 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,130,8,3,
2979,1991,HONDA,PRELUDE,1991 Honda Prelude 2-DR,,Not Rated,Not Rated,1,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,18,1,0,
2975,1991,HYUNDAI,EXCEL,1991 Hyundai Excel 2-DR. HB.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,44,1,5,
2959,1991,HYUNDAI,SCOUPE,1991 Hyundai Scoupe 2-DR,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,25,0,1,
3005,1991,INFINITI,M-30,1991 Infiniti M-30 2-DR,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,10,2,1,
2984,1991,ISUZU,AMIGO,1991 Isuzu Amigo 2-DR.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,5,1,2,
2966,1991,ISUZU,RODEO,1991 Isuzu Rodeo 4-DR.,,Not Rated,Not Rated,1,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,58,2,2,
2955,1991,ISUZU,STYLUS,1991 Isuzu Stylus 4-DR.,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,24,1,2,
2938,1991,ISUZU,TROOPER,1991 Isuzu Trooper II 4-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,61,3,6,
2981,1991,JEEP,CHEROKEE,1991 Jeep Cherokee 4-DR. 4x4,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,286,9,7,
2976,1991,LEXUS,ES300,1991 Lexus ES 250 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,5,0,0,
2972,1991,LINCOLN,CONTINENTAL,1991 Lincoln Continental 4-DR.,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,359,3,7,
2939,1991,LINCOLN,TOWN CAR,1991 Lincoln Town Car 4-DR.,,Not Rated,Not Rated,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,263,5,1,
2924,1991,MAZDA,MIATA,1991 Mazda Miata 2-DR. Convertible,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,0,3,1,
2967,1991,MAZDA,MPV,1991 Mazda MPV,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,78,3,7,
2946,1991,MAZDA,PROTEGE,1991 Mazda Protege 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,58,1,3,
2969,1991,MERCEDES-BENZ,190E,1991 Mercedes-Benz 190E 4-DR.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,16,2,0,
2951,1991,MERCURY,COUGAR,1991 Mercury Cougar 2-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,93,3,2,
3007,1991,MERCURY,SABLE,1991 Mercury Sable 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,316,5,11,
3006,1991,MERCURY,SABLE,1991 Mercury Sable 4-DR. Wagon,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,316,5,11,
3000,1991,MITSUBISHI,ECLIPSE,1991 Mitsubishi Eclipse 2-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,62,5,5,
2923,1991,MITSUBISHI,GALANT,1991 Mitsubishi Galant 4-DR.,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,73,2,4,
2928,1991,MITSUBISHI,MIRAGE,1991 Mitsubishi Mirage 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,42,2,4,
2947,1991,MITSUBISHI,PRECIS,1991 Mitsubishi Precis 2-DR. Hatchback,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,15,1,1,
2921,1991,NISSAN,240SX,1991 Nissan 240SX 2-DR. Hatchback,,Not Rated,Not Rated,5,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,9,1,3,
2931,1991,NISSAN,300ZX,1991 Nissan 300ZX 2-DR. Hatchback,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,16,0,1,
2952,1991,NISSAN,MAXIMA,1991 Nissan Maxima 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,85,4,1,
3013,1991,NISSAN,PICKUP,1991 Nissan Pickup 2-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,35,3,2,
2953,1991,NISSAN,SENTRA,1991 Nissan Sentra 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,72,2,3,
2919,1991,NISSAN,STANZA,1991 Nissan Stanza 4-DR.,,Not Rated,Not Rated,4,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,37,1,2,
2945,1991,OLDSMOBILE,88,1991 Oldsmobile 88 2-DR.,,Not Rated,Not Rated,2,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,17,2,2,
2942,1991,OLDSMOBILE,98,1991 Oldsmobile 98 4-DR.,,Not Rated,Not Rated,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,65,2,2,
2988,1991,OLDSMOBILE,BRAVADA,1991 Oldsmobile Bravada 4-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,51,3,3,
2918,1991,OLDSMOBILE,CUTLASS CIERA,1991 Oldsmobile Cutlass Ciera 4-DR.,,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,240,8,9,
2961,1991,OLDSMOBILE,CUTLASS SUPREME,1991 Oldsmobile Cutlass Supreme 4-DR.,,Not Rated,Not Rated,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,240,8,9,
2914,1991,PLYMOUTH,ACCLAIM,1991 Plymouth Acclaim 4-DR.,,Not Rated,Not Rated,3,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,110,3,3,
2925,1991,PLYMOUTH,COLT,1991 Plymouth Colt 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,8,1,2,
2996,1991,PLYMOUTH,LASER,1991 Plymouth Laser 2-DR. Hatchback,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,38,1,2,
2978,1991,PLYMOUTH,SUNDANCE,1991 Plymouth Sundance 4-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,32,4,5,
2991,1991,PONTIAC,BONNEVILLE,1991 Pontiac Bonneville 2-DR.,,Not Rated,Not Rated,0,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,2,1,
2929,1991,PONTIAC,FIREBIRD,1991 Pontiac Firebird 2-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,32,5,4,
2990,1991,PONTIAC,GRAND PRIX,1991 Pontiac Grand Prix 4-DR.,,Not Rated,Not Rated,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,221,6,8,
2936,1991,PONTIAC,SUNBIRD,1991 Pontiac Sunbird 4-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,37,4,3,
2982,1991,PONTIAC,TRANS SPORT,1991 Pontiac Trans Sport.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,41,3,7,
3008,1991,SATURN,SL,1991 Saturn SL 4-DR.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,30,1,3,
2950,1991,SUBARU,LEGACY,1991 Subaru Legacy 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,111,3,2,
3010,1991,SUZUKI,SIDEKICK,1991 Suzuki Sidekick 2-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,17,1,3,
2963,1991,SUZUKI,SIDEKICK,1991 Suzuki Sidekick 4-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,17,1,3,
2980,1991,TOYOTA,4RUNNER,1991 Toyota 4Runner 4-DR. 4x4,,Not Rated,Not Rated,2,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,50,2,4,
2922,1991,TOYOTA,CELICA,1991 Toyota Celica 2-DR,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,31,1,0,
2935,1991,TOYOTA,COROLLA,1991 Toyota Corolla 4-DR,,Not Rated,Not Rated,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,87,1,0,
3001,1991,TOYOTA,CRESSIDA,1991 Toyota Cressida 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,7,0,0,
2993,1991,TOYOTA,PICKUP,1991 Toyota Pickup 2-DR. 4x4,,Not Rated,Not Rated,1,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,43,3,0,
2986,1991,TOYOTA,PICKUP,1991 Toyota Pickup 2-DR.,,Not Rated,Not Rated,1,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,36,3,0,
2964,1991,TOYOTA,PREVIA,1991 Toyota Previa,,Not Rated,Not Rated,1,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,87,2,2,
3011,1991,TOYOTA,TERCEL,1991 Toyota Tercel 4-DR.,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,22,0,0,
3009,1991,VOLKSWAGEN,PASSAT,1991 Volkswagen Passat 4-DR.,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,1,0,
