VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
3143,1993,FORD,ECONOLINE,1993 Ford Econoline,,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,215,7,3,1993/FORD/ECONOLINE/1993 Ford Econoline.png
3154,1993,FORD,ESCORT,1993 Ford Escort 2-DR.,,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,442,3,1,1993/FORD/ESCORT/1993 Ford Escort 2-DR..png
3197,1993,FORD,EXPLORER,1993 Ford Explorer 4-DR. 4x4,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,1089,9,14,1993/FORD/EXPLORER/1993 Ford Explorer 4-DR. 4x4.png
3132,1993,FORD,F-150,1993 Ford F-150 2-DR.,,Not Rated,Not Rated,3,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,715,14,3,1993/FORD/F-150/1993 Ford F-150 2-DR..png
3164,1993,FORD,FESTIVA,1993 Ford Festiva 2-DR. HB.,,Not Rated,Not Rated,0,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,1,0,1993/FORD/FESTIVA/1993 Ford Festiva 2-DR. HB..png
3235,1993,FORD,MUSTANG,1993 Ford Mustang 2-DR. Convertible,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,132,7,1,1993/FORD/MUSTANG/1993 Ford Mustang 2-DR. Convertible.png
3127,1993,FORD,PROBE,1993 Ford Probe 2-DR. HB.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,228,4,1,1993/FORD/PROBE/1993 Ford Probe 2-DR. HB..png
3188,1993,FORD,RANGER,1993 Ford Ranger 2-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,254,10,2,1993/FORD/RANGER/1993 Ford Ranger 2-DR..png
3210,1993,FORD,TAURUS,1993 Ford Taurus 4-DR. Wagon,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,1822,8,13,1993/FORD/TAURUS/1993 Ford Taurus 4-DR. Wagon.png
3251,1993,FORD,TAURUS,1993 Ford Taurus 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,1822,8,13,1993/FORD/TAURUS/1993 Ford Taurus 4-DR..png
3187,1993,FORD,TEMPO,1993 Ford Tempo 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,283,2,2,1993/FORD/TEMPO/1993 Ford Tempo 4-DR..png
3215,1993,GEO,METRO,1993 Geo Metro 2-DR. HB.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,52,1,0,1993/GEO/METRO/1993 Geo Metro 2-DR. HB..png
3152,1993,GEO,STORM,1993 Geo Storm 2-DR. HB.,,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,63,0,0,1993/GEO/STORM/1993 Geo Storm 2-DR. HB..png
3203,1993,GMC,G-25,1993 GMC G-25,,Not Rated,Not Rated,1,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,25,3,3,1993/GMC/G-25/1993 GMC G-25.png
3195,1993,GMC,JIMMY,1993 GMC Jimmy 4-DR. 4x4,,Not Rated,Not Rated,3,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,246,5,6,1993/GMC/JIMMY/1993 GMC Jimmy 4-DR. 4x4.png
3146,1993,GMC,SAFARI,1993 GMC Safari,,Not Rated,Not Rated,3,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,74,2,3,1993/GMC/SAFARI/1993 GMC Safari.png
3180,1993,GMC,SIERRA,1993 GMC Sierra C-K 1500,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,86,3,3,1993/GMC/SIERRA/1993 GMC Sierra C-K 1500.png
3159,1993,GMC,SONOMA,1993 GMC Sonoma,,Not Rated,Not Rated,3,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,73,4,4,1993/GMC/SONOMA/1993 GMC Sonoma.png
3250,1993,GMC,SUBURBAN,1993 GMC Suburban 4-DR. 4x4,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,236,2,6,1993/GMC/SUBURBAN/1993 GMC Suburban 4-DR. 4x4.png
3248,1993,GMC,TYPHOON,1993 GMC Typhoon 4-DR. 4x4,,Not Rated,Not Rated,3,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,18,3,4,1993/GMC/TYPHOON/1993 GMC Typhoon 4-DR. 4x4.png
3176,1993,HONDA,ACCORD,1993 Honda Accord SE 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,198,11,0,1993/HONDA/ACCORD/1993 Honda Accord SE 4-DR..png
3244,1993,HONDA,ACCORD,1993 Honda Accord 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,198,11,0,1993/HONDA/ACCORD/1993 Honda Accord 4-DR..png
3150,1993,HONDA,CIVIC,1993 Honda Civic  2-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,181,13,1,1993/HONDA/CIVIC/1993 Honda Civic  2-DR..png
3158,1993,HONDA,CIVIC,1993 Honda Civic DX 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,181,13,1,1993/HONDA/CIVIC/1993 Honda Civic DX 4-DR..png
3161,1993,HONDA,PRELUDE,1993 Honda Prelude 2-DR,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,17,5,1,1993/HONDA/PRELUDE/1993 Honda Prelude 2-DR.png
3242,1993,HYUNDAI,ELANTRA,1993 Hyundai Elantra 4-DR.,,Not Rated,Not Rated,1,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,40,0,2,1993/HYUNDAI/ELANTRA/1993 Hyundai Elantra 4-DR..png
3140,1993,HYUNDAI,EXCEL,1993 Hyundai Excel 4-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,1,1,1993/HYUNDAI/EXCEL/1993 Hyundai Excel 4-DR..png
3239,1993,HYUNDAI,EXCEL,1993 Hyundai Excel 2-DR. HB.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,1,1,1993/HYUNDAI/EXCEL/1993 Hyundai Excel 2-DR. HB..png
3233,1993,HYUNDAI,SCOUPE,1993 Hyundai Scoupe 2-DR,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,20,0,1,1993/HYUNDAI/SCOUPE/1993 Hyundai Scoupe 2-DR.png
3162,1993,ISUZU,PICKUP,1993 Isuzu Pickup 2-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,6,1,0,1993/ISUZU/PICKUP/1993 Isuzu Pickup 2-DR..png
3179,1993,ISUZU,RODEO,1993 Isuzu Rodeo 4-DR. 4x4,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,39,2,0,1993/ISUZU/RODEO/1993 Isuzu Rodeo 4-DR. 4x4.png
3209,1993,ISUZU,STYLUS,1993 Isuzu Stylus 4-DR.,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,1,0,0,1993/ISUZU/STYLUS/1993 Isuzu Stylus 4-DR..png
3138,1993,ISUZU,TROOPER,1993 Isuzu Trooper 4-DR. 4x4,,Not Rated,Not Rated,2,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,40,2,0,1993/ISUZU/TROOPER/1993 Isuzu Trooper 4-DR. 4x4.png
3126,1993,JEEP,CHEROKEE,1993 Jeep Cherokee 4-DR. 4x4,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,517,7,15,1993/JEEP/CHEROKEE/1993 Jeep Cherokee 4-DR. 4x4.png
3241,1993,JEEP,GRAND CHEROKEE,1993 Jeep Grand Cherokee 4-DR. 4x4,,Not Rated,Not Rated,4,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,1224,15,26,1993/JEEP/GRAND CHEROKEE/1993 Jeep Grand Cherokee 4-DR. 4x4.png
3178,1993,LINCOLN,CONTINENTAL,1993 Lincoln Continental 4-DR.,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,427,7,6,1993/LINCOLN/CONTINENTAL/1993 Lincoln Continental 4-DR..png
3148,1993,LINCOLN,TOWN CAR,1993 Lincoln Town Car 4-DR.,,Not Rated,Not Rated,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,210,4,7,1993/LINCOLN/TOWN CAR/1993 Lincoln Town Car 4-DR..png
3182,1993,MAZDA,626,1993 Mazda 626 4-DR,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,180,2,1,1993/MAZDA/626/1993 Mazda 626 4-DR.png
3206,1993,MAZDA,B-2200,1993 Mazda B-2200 2-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,16,2,1,1993/MAZDA/B-2200/1993 Mazda B-2200 2-DR..png
