VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
2877,1990,CHRYSLER,FIFTH AVE,1990 Chrysler Fifth Ave. 4-DR.,,Not Rated,Not Rated,4,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,159,4,4,1990/CHRYSLER/FIFTH AVE/1990 Chrysler Fifth Ave. 4-DR..png
2849,1990,CHRYSLER,IMPERIAL,1990 Chrysler Imperial 4-DR.,,Not Rated,Not Rated,4,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,130,2,5,1990/CHRYSLER/IMPERIAL/1990 Chrysler Imperial 4-DR..png
2890,1990,CHRYSLER,LEBARON,1990 Chrysler LeBaron 2-DR. Convertible,,Not Rated,Not Rated,5,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,95,3,3,1990/CHRYSLER/LEBARON/1990 Chrysler LeBaron 2-DR. Convertible.png
2909,1990,DODGE,COLT,1990 Dodge Colt 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,14,1,4,1990/DODGE/COLT/1990 Dodge Colt 4-DR..png
2900,1990,DODGE,DAKOTA,1990 Dodge Dakota 2-DR. 4x4,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,88,3,1,1990/DODGE/DAKOTA/1990 Dodge Dakota 2-DR. 4x4.png
2885,1990,DODGE,DAYTONA,1990 Dodge Daytona 2-DR. HB.,,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,31,3,1,1990/DODGE/DAYTONA/1990 Dodge Daytona 2-DR. HB..png
2881,1990,EAGLE,SUMMIT,1990 Eagle Summit 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,6,1,2,1990/EAGLE/SUMMIT/1990 Eagle Summit 4-DR..png
2858,1990,EAGLE,TALON,1990 Eagle Talon 2-DR. HB.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,78,4,3,1990/EAGLE/TALON/1990 Eagle Talon 2-DR. HB..png
2906,1990,FORD,CLUB WAGON,1990 Ford Club Wagon Van,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,17,0,0,1990/FORD/CLUB WAGON/1990 Ford Club Wagon Van.png
2859,1990,FORD,MUSTANG,1990 Ford Mustang 2-DR. Convertible,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,114,5,3,1990/FORD/MUSTANG/1990 Ford Mustang 2-DR. Convertible.png
2853,1990,FORD,RANGER,1990 Ford Ranger 2-DR. 4x4,,Not Rated,Not Rated,1,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,139,5,3,1990/FORD/RANGER/1990 Ford Ranger 2-DR. 4x4.png
2911,1990,FORD,TAURUS,1990 Ford Taurus 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,522,8,16,1990/FORD/TAURUS/1990 Ford Taurus 4-DR..png
2887,1990,FORD,THUNDERBIRD,1990 Ford Thunderbird 2-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,167,4,4,1990/FORD/THUNDERBIRD/1990 Ford Thunderbird 2-DR..png
2896,1990,GEO,PRIZM,1990 Geo Prizm 4-DR.,,Not Rated,Not Rated,3,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,51,1,0,1990/GEO/PRIZM/1990 Geo Prizm 4-DR..png
2902,1990,GEO,TRACKER,1990 Geo Tracker 2-DR.,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,26,1,3,1990/GEO/TRACKER/1990 Geo Tracker 2-DR..png
2912,1990,GMC,SAFARI,1990 GMC Safari,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,37,4,4,1990/GMC/SAFARI/1990 GMC Safari.png
2888,1990,HONDA,PRELUDE,1990 Honda Prelude 2-DR.,,Not Rated,Not Rated,1,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,4,1,0,1990/HONDA/PRELUDE/1990 Honda Prelude 2-DR..png
2894,1990,HYUNDAI,EXCEL,1990 Hyundai Excel 2-DR. HB.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,53,2,5,1990/HYUNDAI/EXCEL/1990 Hyundai Excel 2-DR. HB..png
2863,1990,INFINITI,M-30,1990 Infiniti M-30 2-DR,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,10,2,1,1990/INFINITI/M-30/1990 Infiniti M-30 2-DR.png
2866,1990,ISUZU,AMIGO,1990 Isuzu Amigo 2-DR.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,11,1,2,1990/ISUZU/AMIGO/1990 Isuzu Amigo 2-DR..png
2871,1990,ISUZU,TROOPER,1990 Isuzu Trooper II 4-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,34,3,7,1990/ISUZU/TROOPER/1990 Isuzu Trooper II 4-DR. 4x4.png
2874,1990,JEEP,CHEROKEE,1990 Jeep Cherokee 4-DR. 4x4,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,364,9,6,1990/JEEP/CHEROKEE/1990 Jeep Cherokee 4-DR. 4x4.png
2864,1990,LEXUS,ES300,1990 Lexus ES 250 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,10,2,2,1990/LEXUS/ES300/1990 Lexus ES 250 4-DR..png
2867,1990,LINCOLN,CONTINENTAL,1990 Lincoln Continental 4-DR.,,Not Rated,Not Rated,3,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,252,5,7,1990/LINCOLN/CONTINENTAL/1990 Lincoln Continental 4-DR..png
2865,1990,LINCOLN,TOWN CAR,1990 Lincoln Town Car 4-DR.,,Not Rated,Not Rated,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,240,4,2,1990/LINCOLN/TOWN CAR/1990 Lincoln Town Car 4-DR..png
2897,1990,MAZDA,MIATA,1990 Mazda Miata 2-DR. Convertible,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,3,2,1,1990/MAZDA/MIATA/1990 Mazda Miata 2-DR. Convertible.png
2857,1990,MERCEDES-BENZ,190E,1990 Mercedes-Benz 190E 4-DR.,,Not Rated,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,12,2,0,1990/MERCEDES-BENZ/190E/1990 Mercedes-Benz 190E 4-DR..png
2893,1990,MERCURY,COUGAR,1990 Mercury Cougar 2-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,90,3,5,1990/MERCURY/COUGAR/1990 Mercury Cougar 2-DR..png
2895,1990,MERCURY,SABLE,1990 Mercury Sable 4-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,209,7,12,1990/MERCURY/SABLE/1990 Mercury Sable 4-DR..png
2873,1990,MITSUBISHI,ECLIPSE,1990 Mitsubishi Eclipse 2-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,62,9,5,1990/MITSUBISHI/ECLIPSE/1990 Mitsubishi Eclipse 2-DR..png
2904,1990,MITSUBISHI,MIRAGE,1990 Mitsubishi Mirage 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,41,2,4,1990/MITSUBISHI/MIRAGE/1990 Mitsubishi Mirage 4-DR..png
2903,1990,MITSUBISHI,PRECIS,1990 Mitsubishi Precis 2-DR. Hatchback,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,7,2,1,1990/MITSUBISHI/PRECIS/1990 Mitsubishi Precis 2-DR. Hatchback.png
2850,1990,NISSAN,240SX,1990 Nissan 240SX 2-DR. Hatchback,,Not Rated,Not Rated,5,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,47,1,2,1990/NISSAN/240SX/1990 Nissan 240SX 2-DR. Hatchback.png
2901,1990,NISSAN,AXXESS,1990 Nissan Axxess Van,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,10,5,3,1990/NISSAN/AXXESS/1990 Nissan Axxess Van.png
2876,1990,NISSAN,MAXIMA,1990 Nissan Maxima 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,124,4,1,1990/NISSAN/MAXIMA/1990 Nissan Maxima 4-DR..png
2908,1990,NISSAN,PICKUP,1990 Nissan Pickup 2-DR.,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,21,4,2,1990/NISSAN/PICKUP/1990 Nissan Pickup 2-DR..png
2882,1990,NISSAN,STANZA,1990 Nissan Stanza 4-DR.,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,42,1,2,1990/NISSAN/STANZA/1990 Nissan Stanza 4-DR..png
2862,1990,OLDSMOBILE,88,1990 Oldsmobile 88 2-DR.,,Not Rated,Not Rated,0,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,29,3,1,1990/OLDSMOBILE/88/1990 Oldsmobile 88 2-DR..png
2892,1990,OLDSMOBILE,98,1990 Oldsmobile 98 4-DR.,,Not Rated,Not Rated,5,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,26,2,1,1990/OLDSMOBILE/98/1990 Oldsmobile 98 4-DR..png
2878,1990,OLDSMOBILE,CUTLASS SUPREME,1990 Oldsmobile Cutlass Supreme 4-DR.,,Not Rated,Not Rated,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,176,8,9,1990/OLDSMOBILE/CUTLASS SUPREME/1990 Oldsmobile Cutlass Supreme 4-DR..png
2905,1990,PLYMOUTH,COLT,1990 Plymouth Colt 4-DR.,,Not Rated,Not Rated,0,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,13,1,2,1990/PLYMOUTH/COLT/1990 Plymouth Colt 4-DR..png
2883,1990,PLYMOUTH,LASER,1990 Plymouth Laser 2-DR. Hatchback,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,30,4,2,1990/PLYMOUTH/LASER/1990 Plymouth Laser 2-DR. Hatchback.png
2856,1990,PONTIAC,GRAND PRIX,1990 Pontiac Grand Prix 4-DR.,,Not Rated,Not Rated,2,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,218,9,11,1990/PONTIAC/GRAND PRIX/1990 Pontiac Grand Prix 4-DR..png
2884,1990,PONTIAC,SUNBIRD,1990 Pontiac Sunbird 4-DR.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,15,2,3,1990/PONTIAC/SUNBIRD/1990 Pontiac Sunbird 4-DR..png
2879,1990,PONTIAC,TRANS SPORT,1990 Pontiac Trans Sport.,,Not Rated,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,70,5,10,1990/PONTIAC/TRANS SPORT/1990 Pontiac Trans Sport..png
2875,1990,SUBARU,LEGACY,1990 Subaru Legacy 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,102,4,3,1990/SUBARU/LEGACY/1990 Subaru Legacy 4-DR..png
2870,1990,SUZUKI,SIDEKICK,1990 Suzuki Sidekick 2-DR. 4x4,,Not Rated,Not Rated,1,1,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,5,1,1,1990/SUZUKI/SIDEKICK/1990 Suzuki Sidekick 2-DR. 4x4.png
2891,1990,TOYOTA,4RUNNER,1990 Toyota 4Runner 4-DR. 4x4,,Not Rated,Not Rated,2,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,85,2,4,1990/TOYOTA/4RUNNER/1990 Toyota 4Runner 4-DR. 4x4.png
2910,1990,TOYOTA,CELICA,1990 Toyota Celica 2-DR,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,34,2,0,1990/TOYOTA/CELICA/1990 Toyota Celica 2-DR.png
2880,1990,TOYOTA,COROLLA,1990 Toyota Corolla 4-DR,,Not Rated,Not Rated,3,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,30,1,0,1990/TOYOTA/COROLLA/1990 Toyota Corolla 4-DR.png
2855,1990,TOYOTA,CRESSIDA,1990 Toyota Cressida 4-DR.,,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,5,0,0,1990/TOYOTA/CRESSIDA/1990 Toyota Cressida 4-DR..png
2907,1990,TOYOTA,PICKUP,1990 Toyota Pickup 2-DR.,,Not Rated,Not Rated,1,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,30,3,0,1990/TOYOTA/PICKUP/1990 Toyota Pickup 2-DR..png
2869,1990,VOLKSWAGEN,PASSAT,1990 Volkswagen Passat 4-DR.,,Not Rated,Not Rated,2,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,45,2,0,1990/VOLKSWAGEN/PASSAT/1990 Volkswagen Passat 4-DR..png
